cik,company,start_quarter,end_quarter,end_quarter_idx,start_quarter_idx,split,tensor_row,panel_cik,panel_quarter,is_positive_firm,y1,y2,y3,y4,event_date,quarters_to_event,n_observed_quarters,pct_cells_present
1046057,TransCoastal Corp,2013Q1,2014Q4,8059,8052,train,6862,1046057,2014Q4,0,0,0,0,0,,,8,83.62068965517241
1046057,TransCoastal Corp,2013Q2,2015Q1,8060,8053,train,6863,1046057,2015Q1,0,0,0,0,0,,,8,83.1896551724138
1046057,TransCoastal Corp,2013Q3,2015Q2,8061,8054,train,6864,1046057,2015Q2,0,0,0,0,0,,,8,82.75862068965517
1046102,RB GLOBAL INC.,2015Q3,2017Q2,8069,8062,train,6865,1046102,2017Q2,0,0,0,0,0,,,7,80.17241379310344
1046102,RB GLOBAL INC.,2015Q4,2017Q3,8070,8063,train,6866,1046102,2017Q3,0,0,0,0,0,,,8,91.8103448275862
1046102,RB GLOBAL INC.,2016Q1,2017Q4,8071,8064,train,6867,1046102,2017Q4,0,0,0,0,0,,,8,94.39655172413794
1046102,RB GLOBAL INC.,2016Q2,2018Q1,8072,8065,train,6868,1046102,2018Q1,0,0,0,0,0,,,8,95.25862068965516
1046102,RB GLOBAL INC.,2016Q3,2018Q2,8073,8066,train,6869,1046102,2018Q2,0,0,0,0,0,,,8,96.1206896551724
1046102,RB GLOBAL INC.,2016Q4,2018Q3,8074,8067,train,6870,1046102,2018Q3,0,0,0,0,0,,,8,97.84482758620688
1046102,RB GLOBAL INC.,2017Q1,2018Q4,8075,8068,train,6871,1046102,2018Q4,0,0,0,0,0,,,8,97.41379310344828
1046102,RB GLOBAL INC.,2017Q2,2019Q1,8076,8069,train,6872,1046102,2019Q1,0,0,0,0,0,,,8,96.55172413793105
1046102,RB GLOBAL INC.,2017Q3,2019Q2,8077,8070,train,6873,1046102,2019Q2,0,0,0,0,0,,,8,95.6896551724138
1046102,RB GLOBAL INC.,2017Q4,2019Q3,8078,8071,train,6874,1046102,2019Q3,0,0,0,0,0,,,8,95.6896551724138
1046102,RB GLOBAL INC.,2018Q1,2019Q4,8079,8072,train,6875,1046102,2019Q4,0,0,0,0,0,,,8,94.82758620689656
1046257,Ingredion Inc,2009Q4,2011Q3,8046,8039,train,6876,1046257,2011Q3,0,0,0,0,0,,,7,84.48275862068965
1046257,Ingredion Inc,2010Q1,2011Q4,8047,8040,train,6877,1046257,2011Q4,0,0,0,0,0,,,7,86.20689655172413
1046257,Ingredion Inc,2010Q2,2012Q1,8048,8041,train,6878,1046257,2012Q1,0,0,0,0,0,,,8,87.93103448275862
1046257,Ingredion Inc,2010Q3,2012Q2,8049,8042,train,6879,1046257,2012Q2,0,0,0,0,0,,,8,89.65517241379311
1046257,Ingredion Inc,2010Q4,2012Q3,8050,8043,train,6880,1046257,2012Q3,0,0,0,0,0,,,8,91.3793103448276
1046257,Ingredion Inc,2011Q1,2012Q4,8051,8044,train,6881,1046257,2012Q4,0,0,0,0,0,,,8,91.3793103448276
1046257,Ingredion Inc,2011Q2,2013Q1,8052,8045,train,6882,1046257,2013Q1,0,0,0,0,0,,,8,91.3793103448276
1046257,Ingredion Inc,2011Q3,2013Q2,8053,8046,train,6883,1046257,2013Q2,0,0,0,0,0,,,8,91.3793103448276
1046257,Ingredion Inc,2011Q4,2013Q3,8054,8047,train,6884,1046257,2013Q3,0,0,0,0,0,,,8,91.3793103448276
1046257,Ingredion Inc,2012Q1,2013Q4,8055,8048,train,6885,1046257,2013Q4,0,0,0,0,0,,,8,91.3793103448276
1046257,Ingredion Inc,2012Q2,2014Q1,8056,8049,train,6886,1046257,2014Q1,0,0,0,0,0,,,8,91.3793103448276
1046257,Ingredion Inc,2012Q3,2014Q2,8057,8050,train,6887,1046257,2014Q2,0,0,0,0,0,,,8,91.3793103448276
1046257,Ingredion Inc,2012Q4,2014Q3,8058,8051,train,6888,1046257,2014Q3,0,0,0,0,0,,,8,91.3793103448276
1046257,Ingredion Inc,2013Q1,2014Q4,8059,8052,train,6889,1046257,2014Q4,0,0,0,0,0,,,8,91.3793103448276
1046257,Ingredion Inc,2013Q2,2015Q1,8060,8053,train,6890,1046257,2015Q1,0,0,0,0,0,,,8,91.8103448275862
1046257,Ingredion Inc,2013Q3,2015Q2,8061,8054,train,6891,1046257,2015Q2,0,0,0,0,0,,,8,92.24137931034484
1046257,Ingredion Inc,2013Q4,2015Q3,8062,8055,train,6892,1046257,2015Q3,0,0,0,0,0,,,8,91.3793103448276
1046257,Ingredion Inc,2014Q1,2015Q4,8063,8056,train,6893,1046257,2015Q4,0,0,0,0,0,,,8,91.8103448275862
1046257,Ingredion Inc,2014Q2,2016Q1,8064,8057,train,6894,1046257,2016Q1,0,0,0,0,0,,,8,92.24137931034484
1046257,Ingredion Inc,2014Q3,2016Q2,8065,8058,train,6895,1046257,2016Q2,0,0,0,0,0,,,8,92.67241379310344
1046257,Ingredion Inc,2014Q4,2016Q3,8066,8059,train,6896,1046257,2016Q3,0,0,0,0,0,,,8,91.8103448275862
1046257,Ingredion Inc,2015Q1,2016Q4,8067,8060,train,6897,1046257,2016Q4,0,0,0,0,0,,,8,92.24137931034484
1046257,Ingredion Inc,2015Q2,2017Q1,8068,8061,train,6898,1046257,2017Q1,0,0,0,0,0,,,8,92.24137931034484
1046257,Ingredion Inc,2015Q3,2017Q2,8069,8062,train,6899,1046257,2017Q2,0,0,0,0,0,,,8,92.24137931034484
1046257,Ingredion Inc,2015Q4,2017Q3,8070,8063,train,6900,1046257,2017Q3,0,0,0,0,0,,,8,93.10344827586206
1046257,Ingredion Inc,2016Q1,2017Q4,8071,8064,train,6901,1046257,2017Q4,0,0,0,0,0,,,8,92.67241379310344
1046257,Ingredion Inc,2016Q2,2018Q1,8072,8065,train,6902,1046257,2018Q1,0,0,0,0,0,,,8,92.24137931034484
1046257,Ingredion Inc,2016Q3,2018Q2,8073,8066,train,6903,1046257,2018Q2,0,0,0,0,0,,,8,91.8103448275862
1046257,Ingredion Inc,2016Q4,2018Q3,8074,8067,train,6904,1046257,2018Q3,0,0,0,0,0,,,8,92.67241379310344
1046257,Ingredion Inc,2017Q1,2018Q4,8075,8068,train,6905,1046257,2018Q4,0,0,0,0,0,,,8,92.24137931034484
1046257,Ingredion Inc,2017Q2,2019Q1,8076,8069,train,6906,1046257,2019Q1,0,0,0,0,0,,,8,91.8103448275862
1046257,Ingredion Inc,2017Q3,2019Q2,8077,8070,train,6907,1046257,2019Q2,0,0,0,0,0,,,8,91.3793103448276
1046257,Ingredion Inc,2017Q4,2019Q3,8078,8071,train,6908,1046257,2019Q3,0,0,0,0,0,,,8,91.3793103448276
1046257,Ingredion Inc,2018Q1,2019Q4,8079,8072,train,6909,1046257,2019Q4,0,0,0,0,0,,,8,91.3793103448276
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2009Q4,2011Q3,8046,8039,train,6910,1046311,2011Q3,0,0,0,0,0,,,7,79.3103448275862
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2010Q1,2011Q4,8047,8040,train,6911,1046311,2011Q4,0,0,0,0,0,,,7,81.03448275862068
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2010Q2,2012Q1,8048,8041,train,6912,1046311,2012Q1,0,0,0,0,0,,,8,82.75862068965517
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2010Q3,2012Q2,8049,8042,train,6913,1046311,2012Q2,0,0,0,0,0,,,8,84.48275862068965
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2010Q4,2012Q3,8050,8043,train,6914,1046311,2012Q3,0,0,0,0,0,,,8,86.20689655172413
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2011Q1,2012Q4,8051,8044,train,6915,1046311,2012Q4,0,0,0,0,0,,,8,86.20689655172413
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2011Q2,2013Q1,8052,8045,train,6916,1046311,2013Q1,0,0,0,0,0,,,8,84.48275862068965
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2011Q3,2013Q2,8053,8046,train,6917,1046311,2013Q2,0,0,0,0,0,,,8,82.75862068965517
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2011Q4,2013Q3,8054,8047,train,6918,1046311,2013Q3,0,0,0,0,0,,,8,81.03448275862068
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2012Q1,2013Q4,8055,8048,train,6919,1046311,2013Q4,0,0,0,0,0,,,8,79.3103448275862
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2012Q2,2014Q1,8056,8049,train,6920,1046311,2014Q1,0,0,0,0,0,,,8,77.58620689655173
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2012Q3,2014Q2,8057,8050,train,6921,1046311,2014Q2,0,0,0,0,0,,,8,75.86206896551724
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2014Q2,2016Q1,8064,8057,train,6922,1046311,2016Q1,0,0,0,0,0,,,8,75.86206896551724
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2014Q3,2016Q2,8065,8058,train,6923,1046311,2016Q2,0,0,0,0,0,,,8,77.58620689655173
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2014Q4,2016Q3,8066,8059,train,6924,1046311,2016Q3,0,0,0,0,0,,,8,79.3103448275862
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2015Q1,2016Q4,8067,8060,train,6925,1046311,2016Q4,0,0,0,0,0,,,8,81.03448275862068
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2015Q2,2017Q1,8068,8061,train,6926,1046311,2017Q1,0,0,0,0,0,,,8,82.75862068965517
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2015Q3,2017Q2,8069,8062,train,6927,1046311,2017Q2,0,0,0,0,0,,,8,84.48275862068965
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2015Q4,2017Q3,8070,8063,train,6928,1046311,2017Q3,0,0,0,0,0,,,8,86.20689655172413
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2016Q1,2017Q4,8071,8064,train,6929,1046311,2017Q4,0,0,0,0,0,,,8,86.20689655172413
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2016Q2,2018Q1,8072,8065,train,6930,1046311,2018Q1,0,0,0,0,0,,,8,86.20689655172413
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2016Q3,2018Q2,8073,8066,train,6931,1046311,2018Q2,0,0,0,0,0,,,8,86.20689655172413
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2016Q4,2018Q3,8074,8067,train,6932,1046311,2018Q3,0,0,0,0,0,,,8,86.20689655172413
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2017Q1,2018Q4,8075,8068,train,6933,1046311,2018Q4,0,0,0,0,0,,,8,86.20689655172413
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2017Q2,2019Q1,8076,8069,train,6934,1046311,2019Q1,0,0,0,0,0,,,8,86.20689655172413
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2017Q3,2019Q2,8077,8070,train,6935,1046311,2019Q2,0,0,0,0,0,,,8,86.20689655172413
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2017Q4,2019Q3,8078,8071,train,6936,1046311,2019Q3,0,0,0,0,0,,,8,86.20689655172413
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2018Q1,2019Q4,8079,8072,train,6937,1046311,2019Q4,0,0,0,0,0,,,8,86.20689655172413
1046327,REALNETWORKS INC,2017Q2,2019Q1,8076,8069,train,6938,1046327,2019Q1,0,0,0,0,0,,,8,75.43103448275862
1046327,REALNETWORKS INC,2017Q3,2019Q2,8077,8070,train,6939,1046327,2019Q2,0,0,0,0,0,,,8,77.15517241379311
1046327,REALNETWORKS INC,2017Q4,2019Q3,8078,8071,train,6940,1046327,2019Q3,0,0,0,0,0,,,8,79.3103448275862
1046327,REALNETWORKS INC,2018Q1,2019Q4,8079,8072,train,6941,1046327,2019Q4,0,0,0,0,0,,,8,81.46551724137932
1046568,PERDOCEO EDUCATION Corp,2009Q4,2011Q3,8046,8039,train,6942,1046568,2011Q3,0,0,0,0,0,,,8,79.3103448275862
1046568,PERDOCEO EDUCATION Corp,2010Q1,2011Q4,8047,8040,train,6943,1046568,2011Q4,0,0,0,0,0,,,8,81.03448275862068
1046568,PERDOCEO EDUCATION Corp,2010Q2,2012Q1,8048,8041,train,6944,1046568,2012Q1,0,0,0,0,0,,,8,82.75862068965517
1046568,PERDOCEO EDUCATION Corp,2010Q3,2012Q2,8049,8042,train,6945,1046568,2012Q2,0,0,0,0,0,,,8,84.48275862068965
1046568,PERDOCEO EDUCATION Corp,2010Q4,2012Q3,8050,8043,train,6946,1046568,2012Q3,0,0,0,0,0,,,8,86.20689655172413
1046568,PERDOCEO EDUCATION Corp,2011Q1,2012Q4,8051,8044,train,6947,1046568,2012Q4,0,0,0,0,0,,,8,86.20689655172413
1046568,PERDOCEO EDUCATION Corp,2011Q2,2013Q1,8052,8045,train,6948,1046568,2013Q1,0,0,0,0,0,,,8,86.20689655172413
1046568,PERDOCEO EDUCATION Corp,2011Q3,2013Q2,8053,8046,train,6949,1046568,2013Q2,0,0,0,0,0,,,8,86.20689655172413
1046568,PERDOCEO EDUCATION Corp,2011Q4,2013Q3,8054,8047,train,6950,1046568,2013Q3,0,0,0,0,0,,,8,84.91379310344827
1046568,PERDOCEO EDUCATION Corp,2012Q1,2013Q4,8055,8048,train,6951,1046568,2013Q4,0,0,0,0,0,,,8,83.62068965517241
1046568,PERDOCEO EDUCATION Corp,2012Q2,2014Q1,8056,8049,train,6952,1046568,2014Q1,0,0,0,0,0,,,8,82.32758620689656
1046568,PERDOCEO EDUCATION Corp,2012Q3,2014Q2,8057,8050,train,6953,1046568,2014Q2,0,0,0,0,0,,,8,81.03448275862068
1046568,PERDOCEO EDUCATION Corp,2012Q4,2014Q3,8058,8051,train,6954,1046568,2014Q3,0,0,0,0,0,,,8,79.74137931034483
1046568,PERDOCEO EDUCATION Corp,2013Q1,2014Q4,8059,8052,train,6955,1046568,2014Q4,0,0,0,0,0,,,8,79.74137931034483
1046568,PERDOCEO EDUCATION Corp,2013Q2,2015Q1,8060,8053,train,6956,1046568,2015Q1,0,0,0,0,0,,,8,79.74137931034483
1046568,PERDOCEO EDUCATION Corp,2013Q3,2015Q2,8061,8054,train,6957,1046568,2015Q2,0,0,0,0,0,,,8,79.74137931034483
1046568,PERDOCEO EDUCATION Corp,2013Q4,2015Q3,8062,8055,train,6958,1046568,2015Q3,0,0,0,0,0,,,8,79.74137931034483
1046568,PERDOCEO EDUCATION Corp,2014Q1,2015Q4,8063,8056,train,6959,1046568,2015Q4,0,0,0,0,0,,,8,81.03448275862068
1046568,PERDOCEO EDUCATION Corp,2014Q2,2016Q1,8064,8057,train,6960,1046568,2016Q1,0,0,0,0,0,,,8,82.32758620689656
1046568,PERDOCEO EDUCATION Corp,2014Q3,2016Q2,8065,8058,train,6961,1046568,2016Q2,0,0,0,0,0,,,8,83.62068965517241
1046568,PERDOCEO EDUCATION Corp,2014Q4,2016Q3,8066,8059,train,6962,1046568,2016Q3,0,0,0,0,0,,,8,83.62068965517241
1046568,PERDOCEO EDUCATION Corp,2015Q1,2016Q4,8067,8060,train,6963,1046568,2016Q4,0,0,0,0,0,,,8,82.32758620689656
1046568,PERDOCEO EDUCATION Corp,2015Q2,2017Q1,8068,8061,train,6964,1046568,2017Q1,0,0,0,0,0,,,8,81.03448275862068
1046568,PERDOCEO EDUCATION Corp,2015Q3,2017Q2,8069,8062,train,6965,1046568,2017Q2,0,0,0,0,0,,,8,79.74137931034483
1046568,PERDOCEO EDUCATION Corp,2015Q4,2017Q3,8070,8063,train,6966,1046568,2017Q3,0,0,0,0,0,,,8,79.74137931034483
1046568,PERDOCEO EDUCATION Corp,2016Q1,2017Q4,8071,8064,train,6967,1046568,2017Q4,0,0,0,0,0,,,8,78.44827586206897
1046568,PERDOCEO EDUCATION Corp,2016Q2,2018Q1,8072,8065,train,6968,1046568,2018Q1,0,0,0,0,0,,,8,77.15517241379311
1046568,PERDOCEO EDUCATION Corp,2016Q3,2018Q2,8073,8066,train,6969,1046568,2018Q2,0,0,0,0,0,,,8,75.86206896551724
1046568,PERDOCEO EDUCATION Corp,2016Q4,2018Q3,8074,8067,train,6970,1046568,2018Q3,0,0,0,0,0,,,8,75.86206896551724
1046568,PERDOCEO EDUCATION Corp,2017Q1,2018Q4,8075,8068,train,6971,1046568,2018Q4,0,0,0,0,0,,,8,75.86206896551724
1046568,PERDOCEO EDUCATION Corp,2017Q2,2019Q1,8076,8069,train,6972,1046568,2019Q1,0,0,0,0,0,,,8,75.86206896551724
1046568,PERDOCEO EDUCATION Corp,2017Q3,2019Q2,8077,8070,train,6973,1046568,2019Q2,0,0,0,0,0,,,8,75.86206896551724
1046568,PERDOCEO EDUCATION Corp,2017Q4,2019Q3,8078,8071,train,6974,1046568,2019Q3,0,0,0,0,0,,,8,75.86206896551724
1046568,PERDOCEO EDUCATION Corp,2018Q1,2019Q4,8079,8072,train,6975,1046568,2019Q4,0,0,0,0,0,,,8,75.86206896551724
1046859,"REMY INTERNATIONAL, INC.",2011Q4,2013Q3,8054,8047,train,6976,1046859,2013Q3,0,0,0,0,0,,,6,93.10344827586206
1046859,"REMY INTERNATIONAL, INC.",2012Q1,2013Q4,8055,8048,train,6977,1046859,2013Q4,0,0,0,0,0,,,6,94.82758620689656
1046859,"REMY INTERNATIONAL, INC.",2012Q2,2014Q1,8056,8049,train,6978,1046859,2014Q1,0,0,0,0,0,,,7,96.55172413793105
1046859,"REMY INTERNATIONAL, INC.",2012Q3,2014Q2,8057,8050,train,6979,1046859,2014Q2,0,0,0,0,0,,,8,98.27586206896552
1046859,"REMY INTERNATIONAL, INC.",2012Q4,2014Q3,8058,8051,train,6980,1046859,2014Q3,0,0,0,0,0,,,8,100.0
1046859,"REMY INTERNATIONAL, INC.",2013Q1,2014Q4,8059,8052,train,6981,1046859,2014Q4,0,0,0,0,0,,,8,100.0
1046859,"REMY INTERNATIONAL, INC.",2013Q2,2015Q1,8060,8053,train,6982,1046859,2015Q1,0,0,0,0,0,,,8,100.0
1046859,"REMY INTERNATIONAL, INC.",2013Q3,2015Q2,8061,8054,train,6983,1046859,2015Q2,0,0,0,0,0,,,8,100.0
1046859,"REMY INTERNATIONAL, INC.",2013Q4,2015Q3,8062,8055,train,6984,1046859,2015Q3,0,0,0,0,0,,,8,100.0
1046880,CENTRAL EUROPEAN DISTRIBUTION CORP,2009Q4,2011Q3,8046,8039,train,6985,1046880,2011Q3,1,0,0,0,0,2013-04-07,7.0,7,93.10344827586206
1046880,CENTRAL EUROPEAN DISTRIBUTION CORP,2010Q1,2011Q4,8047,8040,train,6986,1046880,2011Q4,1,0,0,0,0,2013-04-07,6.0,7,94.82758620689656
1046880,CENTRAL EUROPEAN DISTRIBUTION CORP,2010Q2,2012Q1,8048,8041,train,6987,1046880,2012Q1,1,0,0,0,0,2013-04-07,5.0,8,96.55172413793105
1046880,CENTRAL EUROPEAN DISTRIBUTION CORP,2010Q3,2012Q2,8049,8042,train,6988,1046880,2012Q2,1,0,0,0,1,2013-04-07,4.0,8,98.27586206896552
1046880,CENTRAL EUROPEAN DISTRIBUTION CORP,2010Q4,2012Q3,8050,8043,train,6989,1046880,2012Q3,1,0,0,1,1,2013-04-07,3.0,8,100.0
1046880,CENTRAL EUROPEAN DISTRIBUTION CORP,2011Q1,2012Q4,8051,8044,train,6990,1046880,2012Q4,1,0,1,1,1,2013-04-07,2.0,8,100.0
1046880,CENTRAL EUROPEAN DISTRIBUTION CORP,2011Q2,2013Q1,8052,8045,train,6991,1046880,2013Q1,1,1,1,1,1,2013-04-07,1.0,8,100.0
1046995,EMAGIN CORP,2010Q4,2012Q3,8050,8043,train,6992,1046995,2012Q3,0,0,0,0,0,,,7,75.86206896551724
1046995,EMAGIN CORP,2011Q1,2012Q4,8051,8044,train,6993,1046995,2012Q4,0,0,0,0,0,,,7,77.58620689655173
1046995,EMAGIN CORP,2011Q2,2013Q1,8052,8045,train,6994,1046995,2013Q1,0,0,0,0,0,,,8,79.3103448275862
1046995,EMAGIN CORP,2011Q3,2013Q2,8053,8046,train,6995,1046995,2013Q2,0,0,0,0,0,,,8,81.03448275862068
1046995,EMAGIN CORP,2011Q4,2013Q3,8054,8047,train,6996,1046995,2013Q3,0,0,0,0,0,,,8,82.75862068965517
1046995,EMAGIN CORP,2012Q1,2013Q4,8055,8048,train,6997,1046995,2013Q4,0,0,0,0,0,,,8,82.75862068965517
1046995,EMAGIN CORP,2012Q2,2014Q1,8056,8049,train,6998,1046995,2014Q1,0,0,0,0,0,,,8,82.75862068965517
1046995,EMAGIN CORP,2012Q3,2014Q2,8057,8050,train,6999,1046995,2014Q2,0,0,0,0,0,,,8,82.75862068965517
1046995,EMAGIN CORP,2012Q4,2014Q3,8058,8051,train,7000,1046995,2014Q3,0,0,0,0,0,,,8,82.75862068965517
1046995,EMAGIN CORP,2013Q1,2014Q4,8059,8052,train,7001,1046995,2014Q4,0,0,0,0,0,,,8,82.75862068965517
1046995,EMAGIN CORP,2013Q2,2015Q1,8060,8053,train,7002,1046995,2015Q1,0,0,0,0,0,,,8,82.75862068965517
1046995,EMAGIN CORP,2013Q3,2015Q2,8061,8054,train,7003,1046995,2015Q2,0,0,0,0,0,,,8,82.75862068965517
1046995,EMAGIN CORP,2013Q4,2015Q3,8062,8055,train,7004,1046995,2015Q3,0,0,0,0,0,,,8,82.75862068965517
1046995,EMAGIN CORP,2014Q1,2015Q4,8063,8056,train,7005,1046995,2015Q4,0,0,0,0,0,,,8,82.75862068965517
1046995,EMAGIN CORP,2014Q2,2016Q1,8064,8057,train,7006,1046995,2016Q1,0,0,0,0,0,,,8,82.75862068965517
1046995,EMAGIN CORP,2014Q3,2016Q2,8065,8058,train,7007,1046995,2016Q2,0,0,0,0,0,,,8,82.75862068965517
1046995,EMAGIN CORP,2014Q4,2016Q3,8066,8059,train,7008,1046995,2016Q3,0,0,0,0,0,,,8,82.75862068965517
1046995,EMAGIN CORP,2015Q1,2016Q4,8067,8060,train,7009,1046995,2016Q4,0,0,0,0,0,,,8,82.32758620689656
1046995,EMAGIN CORP,2015Q2,2017Q1,8068,8061,train,7010,1046995,2017Q1,0,0,0,0,0,,,8,81.89655172413794
1046995,EMAGIN CORP,2015Q3,2017Q2,8069,8062,train,7011,1046995,2017Q2,0,0,0,0,0,,,8,81.46551724137932
1046995,EMAGIN CORP,2015Q4,2017Q3,8070,8063,train,7012,1046995,2017Q3,0,0,0,0,0,,,8,81.03448275862068
1046995,EMAGIN CORP,2016Q1,2017Q4,8071,8064,train,7013,1046995,2017Q4,0,0,0,0,0,,,8,80.60344827586206
1046995,EMAGIN CORP,2016Q2,2018Q1,8072,8065,train,7014,1046995,2018Q1,0,0,0,0,0,,,8,80.17241379310344
1046995,EMAGIN CORP,2016Q3,2018Q2,8073,8066,train,7015,1046995,2018Q2,0,0,0,0,0,,,8,79.74137931034483
1046995,EMAGIN CORP,2016Q4,2018Q3,8074,8067,train,7016,1046995,2018Q3,0,0,0,0,0,,,8,78.87931034482759
1046995,EMAGIN CORP,2017Q1,2018Q4,8075,8068,train,7017,1046995,2018Q4,0,0,0,0,0,,,8,79.74137931034483
1046995,EMAGIN CORP,2017Q2,2019Q1,8076,8069,train,7018,1046995,2019Q1,0,0,0,0,0,,,8,81.03448275862068
1046995,EMAGIN CORP,2017Q3,2019Q2,8077,8070,train,7019,1046995,2019Q2,0,0,0,0,0,,,8,82.32758620689656
1046995,EMAGIN CORP,2017Q4,2019Q3,8078,8071,train,7020,1046995,2019Q3,0,0,0,0,0,,,8,84.05172413793103
1046995,EMAGIN CORP,2018Q1,2019Q4,8079,8072,train,7021,1046995,2019Q4,0,0,0,0,0,,,8,85.77586206896551
1047122,RAYTHEON CO/,2009Q2,2011Q1,8044,8037,train,7022,1047122,2011Q1,0,0,0,0,0,,,8,81.89655172413794
1047122,RAYTHEON CO/,2009Q3,2011Q2,8045,8038,train,7023,1047122,2011Q2,0,0,0,0,0,,,8,83.62068965517241
1047122,RAYTHEON CO/,2009Q4,2011Q3,8046,8039,train,7024,1047122,2011Q3,0,0,0,0,0,,,8,84.48275862068965
1047122,RAYTHEON CO/,2010Q1,2011Q4,8047,8040,train,7025,1047122,2011Q4,0,0,0,0,0,,,8,85.34482758620689
1047122,RAYTHEON CO/,2010Q2,2012Q1,8048,8041,train,7026,1047122,2012Q1,0,0,0,0,0,,,8,86.20689655172413
1047122,RAYTHEON CO/,2010Q3,2012Q2,8049,8042,train,7027,1047122,2012Q2,0,0,0,0,0,,,8,85.34482758620689
1047122,RAYTHEON CO/,2010Q4,2012Q3,8050,8043,train,7028,1047122,2012Q3,0,0,0,0,0,,,8,84.48275862068965
1047122,RAYTHEON CO/,2011Q1,2012Q4,8051,8044,train,7029,1047122,2012Q4,0,0,0,0,0,,,8,83.62068965517241
1047122,RAYTHEON CO/,2011Q2,2013Q1,8052,8045,train,7030,1047122,2013Q1,0,0,0,0,0,,,8,82.75862068965517
1047122,RAYTHEON CO/,2011Q3,2013Q2,8053,8046,train,7031,1047122,2013Q2,0,0,0,0,0,,,8,82.75862068965517
1047122,RAYTHEON CO/,2011Q4,2013Q3,8054,8047,train,7032,1047122,2013Q3,0,0,0,0,0,,,8,82.75862068965517
1047122,RAYTHEON CO/,2012Q1,2013Q4,8055,8048,train,7033,1047122,2013Q4,0,0,0,0,0,,,8,82.75862068965517
1047122,RAYTHEON CO/,2012Q2,2014Q1,8056,8049,train,7034,1047122,2014Q1,0,0,0,0,0,,,8,82.75862068965517
1047122,RAYTHEON CO/,2012Q3,2014Q2,8057,8050,train,7035,1047122,2014Q2,0,0,0,0,0,,,8,82.75862068965517
1047122,RAYTHEON CO/,2012Q4,2014Q3,8058,8051,train,7036,1047122,2014Q3,0,0,0,0,0,,,8,82.75862068965517
1047122,RAYTHEON CO/,2013Q1,2014Q4,8059,8052,train,7037,1047122,2014Q4,0,0,0,0,0,,,8,82.75862068965517
1047122,RAYTHEON CO/,2013Q2,2015Q1,8060,8053,train,7038,1047122,2015Q1,0,0,0,0,0,,,8,82.75862068965517
1047122,RAYTHEON CO/,2013Q3,2015Q2,8061,8054,train,7039,1047122,2015Q2,0,0,0,0,0,,,8,82.75862068965517
1047122,RAYTHEON CO/,2013Q4,2015Q3,8062,8055,train,7040,1047122,2015Q3,0,0,0,0,0,,,8,82.75862068965517
1047122,RAYTHEON CO/,2014Q1,2015Q4,8063,8056,train,7041,1047122,2015Q4,0,0,0,0,0,,,8,82.75862068965517
1047122,RAYTHEON CO/,2014Q2,2016Q1,8064,8057,train,7042,1047122,2016Q1,0,0,0,0,0,,,8,82.75862068965517
1047122,RAYTHEON CO/,2014Q3,2016Q2,8065,8058,train,7043,1047122,2016Q2,0,0,0,0,0,,,8,82.75862068965517
1047122,RAYTHEON CO/,2014Q4,2016Q3,8066,8059,train,7044,1047122,2016Q3,0,0,0,0,0,,,8,82.75862068965517
1047122,RAYTHEON CO/,2015Q1,2016Q4,8067,8060,train,7045,1047122,2016Q4,0,0,0,0,0,,,8,84.91379310344827
1047122,RAYTHEON CO/,2015Q2,2017Q1,8068,8061,train,7046,1047122,2017Q1,0,0,0,0,0,,,8,87.06896551724138
1047122,RAYTHEON CO/,2015Q3,2017Q2,8069,8062,train,7047,1047122,2017Q2,0,0,0,0,0,,,8,89.22413793103449
1047122,RAYTHEON CO/,2015Q4,2017Q3,8070,8063,train,7048,1047122,2017Q3,0,0,0,0,0,,,8,91.3793103448276
1047122,RAYTHEON CO/,2016Q1,2017Q4,8071,8064,train,7049,1047122,2017Q4,0,0,0,0,0,,,8,93.53448275862068
